name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"9.5122,44.3145",2022-08-06,30.3,20,25.3,29,20,24.9,11.3,42.8,0,0,0,,0,0,63.4,47.5,214.1,1009.2,48.8,24.1,264.4,23.1,10,10,2022-08-06T05:53:37,2022-08-06T18:23:40,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
"9.5122,44.3145",2022-08-07,29.4,19.7,24.5,28.3,19.7,24.3,10.6,42.1,0,0,0,,0,0,66.6,50,217.5,1008.9,82.5,24.1,268.6,23.2,10,10,2022-08-07T05:53:43,2022-08-07T18:23:21,0.34,Partially cloudy,Partly cloudy throughout the day.,wind,remote
"9.5122,44.3145",2022-08-08,29.3,19.1,24.1,28.3,19.1,23.9,11.4,45.8,0.1,100,4.17,rain,0,0,65.2,47.2,218.6,1009.4,70.9,24.1,259.6,22.3,10,10,2022-08-08T05:53:48,2022-08-08T18:23:00,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,remote
"9.5122,44.3145",2022-08-09,29.2,20.2,24.8,28.3,20.2,24.6,11.7,44.4,0.2,100,8.33,rain,0,0,59,51.5,218.1,1009.3,76.1,24,278.7,24.1,10,10,2022-08-09T05:53:52,2022-08-09T18:22:39,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,remote
"9.5122,44.3145",2022-08-10,27.8,21.1,23.9,27.3,21.1,23.8,11.9,47.5,0,0,0,,0,0,66.6,52.2,217.5,1009.8,92.2,24.1,283.9,24.7,10,10,2022-08-10T05:53:56,2022-08-10T18:22:18,0.44,Overcast,Cloudy skies throughout the day.,wind,remote
"9.5122,44.3145",2022-08-11,29.1,19.4,23.1,28.4,19.4,23.1,13.5,55.6,0,0,0,,0,0,71.3,54.7,217.3,1009.9,81.5,24.1,239.7,20.8,10,10,2022-08-11T05:54:00,2022-08-11T18:21:55,0.48,Partially cloudy,Partly cloudy throughout the day.,wind,remote
"9.5122,44.3145",2022-08-12,27.5,19,22.9,27.3,19,22.9,13.6,57,0.1,100,4.17,rain,0,0,69.5,52.9,224,1009.8,84.3,24.1,230,19.6,9,10,2022-08-12T05:54:03,2022-08-12T18:21:32,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,remote
"9.5122,44.3145",2022-08-13,30,18.7,23.6,29.1,18.7,23.4,13.2,53.6,0.2,100,8.33,rain,0,0,69.5,54.7,221.1,1009,78.7,24.1,247.5,21.5,10,10,2022-08-13T05:54:06,2022-08-13T18:21:08,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,remote
"9.5122,44.3145",2022-08-14,31.3,20.4,25.7,29.9,20.4,25.3,12.4,45.3,0.4,100,16.67,rain,0,0,68,52.2,218.5,1008.4,86.3,23.6,261.8,22.5,10,10,2022-08-14T05:54:08,2022-08-14T18:20:43,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,remote
"9.5122,44.3145",2022-08-15,32,20.6,25.5,30.7,20.6,25.2,12.9,47.1,0.3,100,8.33,rain,0,0,62.3,48.6,216.4,1008.8,65.2,24.1,280,24.3,10,10,2022-08-15T05:54:10,2022-08-15T18:20:18,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,remote
"9.5122,44.3145",2022-08-16,30.6,20.5,25.1,29.6,20.5,24.9,13.3,49.2,0.6,100,12.5,rain,0,0,60.5,43.2,214.3,1009.4,37.4,23.8,216.3,18.7,10,10,2022-08-16T05:54:12,2022-08-16T18:19:52,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,remote
"9.5122,44.3145",2022-08-17,28.9,21,24.5,28.4,21,24.4,13.4,50.6,0.1,100,4.17,rain,0,0,57.2,43.6,210,1009.5,50.6,24.1,229.5,19.7,10,10,2022-08-17T05:54:13,2022-08-17T18:19:26,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,remote
"9.5122,44.3145",2022-08-18,30,20.9,25,29,20.9,24.8,12.4,46.3,0.2,100,8.33,rain,0,0,59.4,48.2,212.1,1009.7,57.7,24,253.4,21.8,10,10,2022-08-18T05:54:14,2022-08-18T18:18:59,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,remote
"9.5122,44.3145",2022-08-19,32.5,20.6,26.7,30.6,20.6,26,10.2,37,0,0,0,,0,0,62.6,45,214.3,1009.4,32.5,24.1,314.7,27,10,10,2022-08-19T05:54:14,2022-08-19T18:18:31,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
"9.5122,44.3145",2022-08-20,32.4,21.8,26.7,30.7,21.8,26.1,11.3,39.9,0.5,100,16.67,rain,0,0,58.3,45.7,215,1009.9,86.9,24.1,285,24.5,9,10,2022-08-20T05:54:14,2022-08-20T18:18:03,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,remote
"9.5122,44.3145",2022-08-21,31.1,21.6,26,29.8,21.6,25.7,12.3,43.1,1.5,100,16.67,rain,0,0,60.8,45.4,218.2,1010.2,81.3,23.2,220.8,19.1,10,10,2022-08-21T05:54:14,2022-08-21T18:17:34,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,remote
"9.5122,44.3145",2022-08-22,31.1,21.7,26.2,29.6,21.7,25.8,11.7,41.5,1,100,25,rain,0,0,62.3,51.1,224.4,1010,82.2,23.9,250,21.6,10,10,2022-08-22T05:54:13,2022-08-22T18:17:05,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,remote
"9.5122,44.3145",2022-08-23,32.6,20.8,25.9,30.7,20.8,25.4,9.2,35.9,1.8,100,20.83,rain,0,0,67.7,52.6,223,1009.3,32.3,23.6,267.5,23.1,10,10,2022-08-23T05:54:12,2022-08-23T18:16:35,0.87,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,remote
"9.5122,44.3145",2022-08-24,29.4,20.7,24.5,28.3,20.7,24.3,10.8,43,0.1,100,4.17,rain,0,0,65.9,49.7,216,1011.2,56.3,24.1,203.2,17.6,8,10,2022-08-24T05:54:11,2022-08-24T18:16:04,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,remote
"9.5122,44.3145",2022-08-25,30.5,19.1,24.2,29.2,19.1,23.9,12,48.2,0.2,100,8.33,rain,0,0,69.1,49.3,219.6,1010.6,24.5,23.9,255.2,22,10,10,2022-08-25T05:54:09,2022-08-25T18:15:33,0.94,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,remote
"9.5122,44.3145",2022-08-26,32.3,19.4,24.4,30.5,19.4,24,11.8,47.2,1,100,12.5,rain,0,0,63.4,48.6,217.7,1009,18.6,24.1,270.3,23.6,10,10,2022-08-26T05:54:07,2022-08-26T18:15:02,0.97,Rain,Clear conditions throughout the day with rain.,rain,remote
"9.5122,44.3145",2022-08-27,29,18.9,23.6,28.1,18.9,23.4,12.2,50.4,0.3,100,8.33,rain,0,0,59.4,47.5,214,1009.9,42.2,23.6,264.5,23,10,10,2022-08-27T05:54:05,2022-08-27T18:14:30,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,remote
"9.5122,44.3145",2022-08-28,31.2,19.3,24.5,29.6,19.3,24.2,12.2,48.1,0.9,100,20.83,rain,0,0,58.3,45.4,219.9,1009.7,49.2,23.3,253,22,10,10,2022-08-28T05:54:02,2022-08-28T18:13:58,0.04,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,remote
"9.5122,44.3145",2022-08-29,30.4,21.2,25.1,29.1,21.2,24.8,12.6,47.5,2.7,100,16.67,rain,0,0,51.5,37.1,227.8,1010.2,36.1,23.4,200.3,17.3,9,10,2022-08-29T05:53:59,2022-08-29T18:13:25,0.07,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,remote
"9.5122,44.3145",2022-08-30,31.2,21.2,25.1,29.8,21.2,24.7,13,49,1,100,12.5,rain,0,0,53.3,42.1,222.6,1010.1,35.8,23.8,230.8,19.9,10,10,2022-08-30T05:53:56,2022-08-30T18:12:52,0.11,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,remote
"9.5122,44.3145",2022-08-31,29.2,20.2,24,28.4,20.2,23.9,13.8,54.3,0.8,100,16.67,rain,0,0,53.6,42.8,216.5,1010.6,42.5,24.1,223.9,19.3,10,10,2022-08-31T05:53:52,2022-08-31T18:12:18,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,remote
"9.5122,44.3145",2022-09-01,28.9,20.6,24.3,28.2,20.6,24.2,12.6,48.7,0,0,0,,0,0,65.5,47.5,221.6,1010.1,57.6,24.1,208,18.1,10,10,2022-09-01T05:53:48,2022-09-01T18:11:44,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
"9.5122,44.3145",2022-09-02,31.9,20.8,25.5,30.1,20.8,25,11.2,42.7,10.1,100,16.67,rain,0,0,60.8,42.8,226.6,1010.1,50,22.3,270.5,23.4,10,30,2022-09-02T05:53:44,2022-09-02T18:11:10,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,remote
"9.5122,44.3145",2022-09-03,28.8,21.2,25,28,21.2,24.8,12.2,45.4,0.2,100,8.33,rain,0,0,58.3,45.7,223.9,1010.8,33.6,24.1,207.7,17.8,10,10,2022-09-03T05:53:40,2022-09-03T18:10:36,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,remote
"9.5122,44.3145",2022-09-04,30.4,20.5,24.9,29.1,20.5,24.7,12.5,47.2,1.7,100,29.17,rain,0,0,67,47.2,223.3,1011.2,33.1,23.9,236.3,20.4,10,10,2022-09-04T05:53:36,2022-09-04T18:10:01,0.29,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,remote
"9.5122,44.3145",2022-09-05,32.8,21.1,26.3,31.1,21.1,25.9,12.9,45.5,0.6,100,8.33,rain,0,0,56.2,45.7,247.9,1010.7,18.7,24.1,252.2,21.8,10,30,2022-09-05T05:53:31,2022-09-05T18:09:25,0.32,Rain,Clear conditions throughout the day with late afternoon rain.,rain,remote
"9.5122,44.3145",2022-09-06,30,22.4,26.2,29.1,22.4,25.9,13.2,45.2,0.7,100,16.67,rain,0,0,52.6,40.7,231.8,1010.2,42.3,24,246.3,21.2,10,10,2022-09-06T05:53:26,2022-09-06T18:08:50,0.36,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,remote
"9.5122,44.3145",2022-09-07,32.6,21.5,25.7,31,21.5,25.3,13,47.1,0.9,100,20.83,rain,0,0,61.9,47.5,225.7,1009.5,52.8,23.9,253.8,21.9,10,10,2022-09-07T05:53:21,2022-09-07T18:08:14,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,remote
"9.5122,44.3145",2022-09-08,29.3,20.9,25.2,28.6,20.9,25,13.4,48.8,0.5,100,12.5,rain,0,0,60.8,50,218.8,1010.1,34.4,23.9,239.3,20.7,10,10,2022-09-08T05:53:16,2022-09-08T18:07:38,0.43,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,remote
"9.5122,44.3145",2022-09-09,29.9,22,25.2,28.8,22,25,12.5,46,0.4,100,12.5,rain,0,0,55.8,41.8,223.3,1010.5,75.5,23.4,176,15,10,10,2022-09-09T05:53:11,2022-09-09T18:07:02,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,remote
"9.5122,44.3145",2022-09-10,29.8,21.4,25.2,28.5,21.4,24.9,11.9,44.2,0.1,100,4.17,rain,0,0,55.8,39.6,229.9,1010.9,92.1,24.1,232.5,20.2,10,10,2022-09-10T05:53:05,2022-09-10T18:06:26,0.5,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,remote
"9.5122,44.3145",2022-09-11,30.8,22.2,24.7,29.4,22.2,24.5,13.4,50.8,0.6,100,8.33,rain,0,0,54.4,41,219.1,1010.5,84.1,23.9,202.6,17.6,10,10,2022-09-11T05:53:00,2022-09-11T18:05:49,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,remote
"9.5122,44.3145",2022-09-12,30.1,20.5,25.5,29,20.5,25.2,13.6,49.6,0,0,0,,0,0,60.5,43.2,223,1008.9,58.8,24.1,268.5,23.3,10,10,2022-09-12T05:52:54,2022-09-12T18:05:13,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
"9.5122,44.3145",2022-09-13,31.2,22.2,26.4,30,22.2,26.1,12.9,44.2,0.8,100,12.5,rain,0,0,57.2,46.8,223.7,1009.1,70,24.1,291.4,25.4,10,10,2022-09-13T05:52:48,2022-09-13T18:04:36,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,remote
"9.5122,44.3145",2022-09-14,31.1,21.4,25.4,30,21.4,25.2,14.2,51.3,2.7,100,29.17,rain,0,0,49.7,39.6,226.6,1011.1,88.2,23.5,247.6,21.4,10,10,2022-09-14T05:52:43,2022-09-14T18:03:59,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote
"9.5122,44.3145",2022-09-15,31.3,21.2,24.7,29.9,21.2,24.4,13.2,50.3,2.7,100,25,rain,0,0,59,42.5,217,1011.8,76.2,23.3,262.2,22.6,10,10,2022-09-15T05:52:37,2022-09-15T18:03:22,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,remote
"9.5122,44.3145",2022-09-16,30.4,21,25.5,29.1,21,25.1,12.3,45.4,0,0,0,,0,0,60.1,42.5,215,1010.9,15.5,24.1,307,26.6,10,10,2022-09-16T05:52:31,2022-09-16T18:02:45,0.69,Clear,Clear conditions throughout the day.,clear-day,remote
"9.5122,44.3145",2022-09-17,31.4,21.4,26.4,29.7,21.4,25.9,11.6,41,0,0,0,rain,0,0,56.2,41.4,220.8,1009.9,67.8,24.1,306.7,26.6,10,10,2022-09-17T05:52:25,2022-09-17T18:02:08,0.72,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,remote
"9.5122,44.3145",2022-09-18,32.5,22.7,27.3,30.5,22.7,26.8,12.2,40.9,0,0,0,,0,0,46.4,37.4,233.8,1010,31.8,24.1,308,26.6,10,30,2022-09-18T05:52:19,2022-09-18T18:01:31,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
"9.5122,44.3145",2022-09-19,31.9,22.9,27,30.2,22.9,26.5,12,40.9,1.2,100,25,rain,0,0,49,41,220.2,1010.8,91,23.6,254,21.9,10,10,2022-09-19T05:52:14,2022-09-19T18:00:54,0.79,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,remote
"9.5122,44.3145",2022-09-20,31.5,22.4,26.4,29.7,22.4,26,12.6,44.1,0.9,100,12.5,rain,0,0,47.9,40.3,214.8,1010.9,74.4,23.8,284.7,24.8,10,10,2022-09-20T05:52:08,2022-09-20T18:00:17,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,remote
"9.5122,44.3145",2022-09-21,32,23.4,27.1,30,23.4,26.6,12.3,41.7,0,0,0,,0,0,37.1,31,247,1010.1,41.1,24.1,303,26.1,10,10,2022-09-21T05:52:02,2022-09-21T17:59:40,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
"9.5122,44.3145",2022-09-22,31.6,22.6,26.2,29.8,22.6,25.9,13.5,47.2,0.8,100,20.83,rain,0,0,32,29.5,196.6,1009.9,73.7,24,251.5,21.8,10,10,2022-09-22T05:51:57,2022-09-22T17:59:03,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,remote
"9.5122,44.3145",2022-09-23,30,20.4,25,28.8,20.4,24.8,14.1,52.7,0.4,100,16.67,rain,0,0,43.2,33.8,202.2,1011,55.3,24.1,239.2,20.6,10,10,2022-09-23T05:51:51,2022-09-23T17:58:27,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,remote
"9.5122,44.3145",2022-09-24,30.5,21.6,25.7,28.9,21.6,25.4,12.7,45.7,2.1,100,20.83,rain,0,0,48.2,34.2,215,1011.3,76.6,23.8,244.2,21,10,10,2022-09-24T05:51:46,2022-09-24T17:57:50,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,remote
"9.5122,44.3145",2022-09-25,30.7,21.8,26.1,28.9,21.8,25.6,11.7,42.5,0.3,100,8.33,rain,0,0,30.2,24.1,193.5,1010,31.3,24.1,265.4,22.7,10,10,2022-09-25T05:51:41,2022-09-25T17:57:13,0.98,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,remote
"9.5122,44.3145",2022-09-26,30.2,20.2,24.7,28.8,20.2,24.5,13,49.6,0.4,100,12.5,rain,0,0,48.6,36.7,229.3,1011.7,48.8,24.1,213.9,18.4,10,10,2022-09-26T05:51:36,2022-09-26T17:56:37,0,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,remote
"9.5122,44.3145",2022-09-27,30,22,25.7,28.7,22,25.4,12.5,45.2,0,0,0,,0,0,39.2,31.7,225,1011.7,55.7,24.1,225,19.4,10,10,2022-09-27T05:51:31,2022-09-27T17:56:01,0.05,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,remote
"9.5122,44.3145",2022-09-28,31.3,21.3,26.3,29.5,21.3,25.8,12.3,43.8,0.6,100,12.5,rain,0,0,36.7,32,194.2,1010.6,42,23.7,251.3,21.8,10,10,2022-09-28T05:51:26,2022-09-28T17:55:25,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,remote
"9.5122,44.3145",2022-09-29,30.3,21.7,25.2,28.7,21.7,24.9,13.2,49.5,1.2,100,20.83,rain,0,0,32.4,33.8,190.3,1010,41.1,24.1,232,20,10,10,2022-09-29T05:51:21,2022-09-29T17:54:49,0.12,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,remote
"9.5122,44.3145",2022-09-30,29.6,19.9,24,28.4,19.9,23.9,13.3,52.6,0.4,100,8.33,rain,0,0,42.5,38.5,210.1,1011.7,37,23.9,230.2,20,10,10,2022-09-30T05:51:17,2022-09-30T17:54:14,0.16,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,remote
"9.5122,44.3145",2022-10-01,29.2,21.2,25,28.2,21.2,24.7,12.6,47.3,0.1,100,4.17,rain,0,0,42.1,32.4,231.2,1012,54.1,24,172.9,14.8,9,10,2022-10-01T05:51:13,2022-10-01T17:53:39,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,remote
"9.5122,44.3145",2022-10-02,29.5,21.4,25.9,28.3,21.4,25.6,12,43,0,0,0,,0,0,42.8,32.4,205.4,1010.8,60.4,24.1,226.1,19.3,10,10,2022-10-02T05:51:09,2022-10-02T17:53:04,0.23,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
"9.5122,44.3145",2022-10-03,30.4,21.9,24.7,29.2,21.9,24.6,13,48.8,0.9,100,20.83,rain,0,0,41.4,35.3,202.7,1010.6,55.6,23.8,209.3,18,10,10,2022-10-03T05:51:06,2022-10-03T17:52:29,0.25,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,remote
"9.5122,44.3145",2022-10-04,29.4,20.3,24.1,28.2,20.3,23.9,13.3,52.5,0.7,100,20.83,rain,0,0,40.7,32.4,206.3,1011.9,49.3,24.1,215,18.5,10,10,2022-10-04T05:51:03,2022-10-04T17:51:55,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,remote
"9.5122,44.3145",2022-10-05,30.2,20.4,25.1,28.5,20.4,24.7,10.9,43.4,0,0,0,,0,0,34.9,32,42,1012.5,86.6,24.1,265.7,22.7,10,10,2022-10-05T05:51:00,2022-10-05T17:51:21,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
"9.5122,44.3145",2022-10-06,29.4,21.8,25.2,28,21.8,24.8,11.6,44.6,4.1,100,20.83,rain,0,0,28.4,26.3,107.5,1012.2,70.2,22.4,197.6,16.9,10,10,2022-10-06T05:50:57,2022-10-06T17:50:48,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,remote
"9.5122,44.3145",2022-10-07,30.5,20.8,25.3,28.7,20.8,24.9,12.3,47.3,0,0,0,,0,0,24.1,26.3,23.1,1011.2,37.6,24.1,299.5,25.9,10,30,2022-10-07T05:50:55,2022-10-07T17:50:15,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
"9.5122,44.3145",2022-10-08,30.2,21.3,25.4,28.6,21.3,25.1,13,48,1.1,100,16.67,rain,0,0,30.6,34.2,30.5,1010.5,55.2,24.1,248.8,21.4,10,10,2022-10-08T05:50:53,2022-10-08T17:49:42,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,remote
"9.5122,44.3145",2022-10-09,30.6,20.9,25.3,28.8,20.9,25,12.2,46.6,0.7,100,20.83,rain,0,0,26.6,24.5,161.2,1011.5,35.4,24,248,21.5,10,10,2022-10-09T05:50:52,2022-10-09T17:49:10,0.5,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,remote
"9.5122,44.3145",2022-10-10,29.9,20.8,24.6,28.4,20.8,24.4,13.6,52.6,2.2,100,29.17,rain,0,0,32.8,34.6,311.8,1013.3,22.3,23.5,265.1,22.9,10,30,2022-10-10T05:50:51,2022-10-10T17:48:38,0.52,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,remote
"9.5122,44.3145",2022-10-11,29.8,20.8,24.6,28.4,20.8,24.4,13.8,53.4,0.6,100,20.83,rain,0,0,29.2,34.2,11.5,1013.2,20.2,24.1,285.7,24.7,10,10,2022-10-11T05:50:50,2022-10-11T17:48:07,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,remote
"9.5122,44.3145",2022-10-12,29.1,20.9,24.4,27.9,20.9,24.2,13,50.7,0.1,100,4.17,rain,0,0,27,25.6,7.2,1012.7,26.9,24.1,232,19.9,10,10,2022-10-12T05:50:50,2022-10-12T17:47:37,0.58,"Rain, Partially cloudy",Becoming cloudy in the afternoon with early morning rain.,rain,remote
"9.5122,44.3145",2022-10-13,28.9,20,24,27.8,20,23.7,11.3,47.1,0,0,0,,0,0,36.4,29.9,27.2,1012.7,32.3,24.1,203,17.5,10,10,2022-10-13T05:50:50,2022-10-13T17:47:07,0.61,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,remote
"9.5122,44.3145",2022-10-14,30,19.1,24.3,28.1,19.1,23.8,8,39.5,0,0,0,,0,0,34.6,29.2,30.5,1011.8,7.1,24.1,308.1,26.6,10,10,2022-10-14T05:50:51,2022-10-14T17:46:37,0.64,Clear,Clear conditions throughout the day.,clear-day,remote
"9.5122,44.3145",2022-10-15,29.8,19.8,24,28.2,19.8,23.7,11.5,47.6,0,0,0,,0,0,31,34.6,35.6,1011.5,39,24.1,286.1,24.7,10,10,2022-10-15T05:50:52,2022-10-15T17:46:08,0.68,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,remote
"9.5122,44.3145",2022-10-16,29,20.4,23.8,28,20.4,23.7,12.6,50.8,0.2,100,8.33,rain,0,0,27,26.6,9.7,1012.9,38.6,24,247,21.1,10,30,2022-10-16T05:50:54,2022-10-16T17:45:40,0.71,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,remote
"9.5122,44.3145",2022-10-17,28.8,17.7,22.5,27.6,17.7,22.3,13.9,62.2,0.2,100,8.33,rain,0,0,38.2,30.2,7.3,1014.5,7.5,24.1,298.8,25.8,10,10,2022-10-17T05:50:56,2022-10-17T17:45:13,0.75,Rain,Clear conditions throughout the day with late afternoon rain.,rain,remote
"9.5122,44.3145",2022-10-18,27.9,17.5,22.3,26.7,17.5,22.1,10.5,52.8,0,0,0,,0,0,28.4,27,14.4,1015.4,53.6,23.5,279.7,24.1,10,10,2022-10-18T05:50:59,2022-10-18T17:44:46,0.77,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
"9.5122,44.3145",2022-10-19,29.5,17.9,23.2,27.8,17.9,22.8,7.4,39.3,0,0,0,,0,0,31.3,29.5,11,1013.5,8.5,24.1,301.8,26.1,10,10,2022-10-19T05:51:02,2022-10-19T17:44:20,0.81,Clear,Clear conditions throughout the day.,clear-day,remote
"9.5122,44.3145",2022-10-20,29.8,19.8,23.3,28.5,19.8,23.2,12.8,52.8,7.9,100,29.17,rain,0,0,24.5,28.4,181.5,1013,35,20.1,236.2,20.2,10,10,2022-10-20T05:51:06,2022-10-20T17:43:54,0.84,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,remote
"9.5122,44.3145",2022-10-21,27.8,20.2,23,27.4,20.2,23,15.3,63.7,8,100,54.17,rain,0,0,27.7,28.4,63.4,1013.5,41.3,21.3,201.5,17.5,10,30,2022-10-21T05:51:11,2022-10-21T17:43:29,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote
"9.5122,44.3145",2022-10-22,28,20.2,22.8,27.4,20.2,22.8,15.1,63.8,6,100,33.33,rain,0,0,22.3,25.6,23.7,1015,36,21.6,270.3,23.3,10,10,2022-10-22T05:51:16,2022-10-22T17:43:05,0.9,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,remote
"9.5122,44.3145",2022-10-23,26.7,18.6,22.3,26.7,18.6,22.3,15.9,68.6,9.4,100,66.67,rain,0,0,25.2,28.8,18,1016.1,48.4,20.4,179.5,15.7,9,10,2022-10-23T05:51:21,2022-10-23T17:42:42,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote
"9.5122,44.3145",2022-10-24,27.5,20.9,23.3,27.2,20.9,23.2,15.7,63.9,8.8,100,45.83,rain,0,0,25.9,29.9,37.5,1014.3,50.1,21.2,248.8,21.6,10,30,2022-10-24T05:51:27,2022-10-24T17:42:20,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote
"9.5122,44.3145",2022-10-25,27.3,20.3,23.4,27.2,20.3,23.4,15.8,63.7,12.8,100,66.67,rain,0,0,19.8,20.2,49.4,1013.3,41.9,18.8,259.4,22.5,10,10,2022-10-25T05:51:34,2022-10-25T17:41:58,0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote
"9.5122,44.3145",2022-10-26,27.8,20.6,23.1,27.5,20.6,23.1,14.9,61.6,1.6,100,25,rain,0,0,28.1,25.6,23.7,1014.1,19.5,23.4,266.4,23.2,10,10,2022-10-26T05:51:42,2022-10-26T17:41:37,0.03,Rain,Clear conditions throughout the day with rain clearing later.,rain,remote
"9.5122,44.3145",2022-10-27,26.1,16.6,21.6,26.1,16.6,21.6,11.3,55.5,0,0,0,,0,0,24.1,19.1,4.7,1015.2,3,24.1,298.6,25.7,10,10,2022-10-27T05:51:50,2022-10-27T17:41:17,0.07,Clear,Clear conditions throughout the day.,clear-day,remote
